clade_name	clade_taxid	PD_1P_profile	PD_2P_profile	PD_3P_profile	PD_4P_profile	PD_5P_profile	PD_6P_profile	PD_7P_profile	PD_8P_profile	PD_9P_profile	PD_10P_profile	PD_11P_profile	PD_12P_profile	PD_13P_profile	PD_14P_profile	PD_15P_profile	PD_16P_profile	PD_25P_profile	PD_26P_profile	PD_27P_profile	PD_28P_profile	PD_29P_profile	PD_30P_profile	PD_31P_profile	PD_32P_profile	PD_33P_profile	PD_34P_profile	PD_35P_profile	PD_36P_profile	PD_38P_profile	PD_39P_profile	PD_40P_profile	PD_41P_profile	PD_42P_profile	PD_43P_profile	PD_44P_profile	PD_45P_profile	PD_46P_profile	PD_47P_profile	PD_48P_profile	PD_50P_profile	PD_51P_profile	PD_52P_profile	PD_53P_profile	PD_54P_profile	PD_55P_profile	PD_56P_profile	PD_57P_profile	PD_58P_profile	PD_59P_profile	PD_60P_profile	PD_63P_profile	PD_64P_profile	PD_65P_profile	PD_66P_profile	PD_70P_profile	PD_73P_profile	PD_74P_profile	PD_75P_profile	PD_76P_profile	PD_77P_profile	PD_78P_profile	PD_79S_profile	PD_81P_profile	PD_82P_profile	PD_83P_profile	PD_84P_profile	PD_100P_profile	PD_104P_profile	PD_105P_profile	PD_107P_profile	PD_108S_profile	PD_109S_profile	PD_110S_profile	PD_111P_profile	PD_112S_profile	PD_113P_profile	PD_114P_profile	PD_115S_profile	PD_116P_profile	PD_117_profile	PD_118_profile	PD_119P_profile	PD_120S_profile	PD_121S_profile	PD_122S_profile	PD_123P_profile	PD_126P_profile	PD_127S_profile	PD_128S_profile	PD_129P_profile	PD_130S_profile	PD_131P_profile	PD_134S_profile	PD_137P_profile	PD_138S_profile	PD_140S_profile	PD_141P_profile	PD_142S_profile	PD_145P_profile	PD_146S_profile	PD_147_profile	PD_148P_profile	PD_149S_profile	PD_150P_profile	PD_151S_profile	PD_152P_profile	PD_153S_profile	PD_156P_profile	PD_157S_profile	PD_158P_profile	PD_159S_profile	PD_160P_profile	PD_161S_profile	PD_162P_profile	PD_163S_profile	PD_164P_profile	PD_165S_profile	PD_166_profile	PD_167P_profile	PD_169P_profile	PD_170S_profile	PD_171P_profile	PD_172S_profile	PD_173P_profile	PD_174S_profile	PD_175P_profile	PD_176S_profile	PD_177P_profile	PD_178S_profile	PD_179P_profile	PD_180S_profile	PD_181P_profile	PD_182S_profile	PD_183P_profile	PD_184S_profile	PD_188S_profile	PD_189P_profile	PD_190S_profile	PD_191P_profile	PD_192S_profile	PD_193P_profile	PD_194S_profile	PD_195_profile	PD_196_profile	PD_197_profile	PD_198_profile	PD_199P_profile	PD_200S_profile	PD_203_profile	PD_204_profile	PD_205P_profile	PD_206S_profile	PD_207P_profile	PD_208S_profile	PD_209P_profile	PD_210S_profile	PD_211P_profile	PD_212S_profile	PD_213S_profile	PD_214S_profile	PD_215S_profile	PD_216S_profile	PD_217P_profile	PD_218S_profile	PD_221P_profile	PD_222S_profile	PD_223P_profile	PD_224S_profile	PD_225P_profile	PD_226S_profile	PD_227P_profile	PD_228S_profile	PD_229P_profile	PD_230S_profile	PD_231P_profile	PD_232S_profile
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9411|s__GGB9411_SGB14764	2|201174|||||	0	0	0	0	0	0	0	0	0	7743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8312	0	0	0	0	0	0	0	0	4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9411|s__GGB9411_SGB14764|t__SGB14764	2|201174||||||	0	0	0	0	0	0	0	0	0	7743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8312	0	0	0	0	0	0	0	0	4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412	2|201174||||	0	0	0	5269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10120	0	8272	7160	0	0	0	0	9055	0	0	0	0	0	0	10077	4198	0	0	0	0	0	0	6785	5094	0	0	15549	0	8595	0	20990	0	0	0	0	0	0	0	14664	0	0	6169	13086	0	0	0	6776	0	0	0	0	0	0	0	0	0	0	0	0	0	16283	9059	0	0	3700	7584	0	0	0	7052	0	0	0	0	0	0	15914	0	0	7926	5647	6398	0	23830	0	0	6382	0	0	0	0	0	5312	0	0	0	5032	5741	7605	0	0	0	0	0	12685	0	5180	11764	0	0	0	6795	15917	0	0	0	5810	0	0	0	0	0	0	13453	6032	16482	0	0	5888	26079	10173	0	0	0	0	3838	10104	0	0	0	0	0	0	0	0	5665	8716	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14768	2|201174|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6785	0	0	0	0	0	0	0	7455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5665	4999	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14768|t__SGB14768_group	2|201174||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6785	0	0	0	0	0	0	0	7455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5665	4999	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14770	2|201174|||||	0	0	0	5269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10120	0	8272	7160	0	0	0	0	9055	0	0	0	0	0	0	10077	4198	0	0	0	0	0	0	0	5094	0	0	15549	0	8595	0	13535	0	0	0	0	0	0	0	14664	0	0	6169	13086	0	0	0	6776	0	0	0	0	0	0	0	0	0	0	0	0	0	16283	9059	0	0	3700	0	0	0	0	7052	0	0	0	0	0	0	15914	0	0	7926	5647	6398	0	23830	0	0	0	0	0	0	0	0	5312	0	0	0	5032	5741	7605	0	0	0	0	0	5531	0	5180	11764	0	0	0	6795	15917	0	0	0	5810	0	0	0	0	0	0	13453	6032	16482	0	0	0	26079	10173	0	0	0	0	3838	10104	0	0	0	0	0	0	0	0	0	3717	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB2992|o__OFGB2992|f__FGB2992|g__GGB9412|s__GGB9412_SGB14770|t__SGB14770	2|201174||||||	0	0	0	5269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10120	0	8272	7160	0	0	0	0	9055	0	0	0	0	0	0	10077	4198	0	0	0	0	0	0	0	5094	0	0	15549	0	8595	0	13535	0	0	0	0	0	0	0	14664	0	0	6169	13086	0	0	0	6776	0	0	0	0	0	0	0	0	0	0	0	0	0	16283	9059	0	0	3700	0	0	0	0	7052	0	0	0	0	0	0	15914	0	0	7926	5647	6398	0	23830	0	0	0	0	0	0	0	0	5312	0	0	0	5032	5741	7605	0	0	0	0	0	5531	0	5180	11764	0	0	0	6795	15917	0	0	0	5810	0	0	0	0	0	0	13453	6032	16482	0	0	0	26079	10173	0	0	0	0	3838	10104	0	0	0	0	0	0	0	0	0	3717	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	10793	6395	0	8136	0	0	0	0	0	4583	0	0	0	0	0	41215	0	0	0	0	4034	0	0	0	0	0	0	0	0	7897	0	0	18839	0	0	39094	5058	0	0	0	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0	30692	0	0	0	0	0	5162	0	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	18113	7709	0	0	0	0	0	0	0	0	0	0	0	0	20542	0	0	0	0	8448	0	0	0	0	0	0	0	0	11875	5046	16206	0	7349	6930	0	0	7201	0	8562	4888	8012	0	0	0	0	0	0	0	0	0	9161	0	0	5198	0	22009	18493	0	0	0	0	10883	0	0	0	0	0	17557	0	0	0	0	0	0	0	0	0	0	7320	0	0	0	0	5201	8146	5152	5002	0	0	10213	8545	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107	2|201174||	10793	6395	0	8136	0	0	0	0	0	4583	0	0	0	0	0	41215	0	0	0	0	4034	0	0	0	0	0	0	0	0	7897	0	0	18839	0	0	39094	5058	0	0	0	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0	30692	0	0	0	0	0	5162	0	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	18113	7709	0	0	0	0	0	0	0	0	0	0	0	0	20542	0	0	0	0	8448	0	0	0	0	0	0	0	0	11875	5046	16206	0	7349	6930	0	0	7201	0	8562	4888	8012	0	0	0	0	0	0	0	0	0	9161	0	0	5198	0	22009	18493	0	0	0	0	10883	0	0	0	0	0	17557	0	0	0	0	0	0	0	0	0	0	7320	0	0	0	0	5201	8146	5152	5002	0	0	10213	8545	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107	2|201174|||	10793	6395	0	8136	0	0	0	0	0	4583	0	0	0	0	0	41215	0	0	0	0	4034	0	0	0	0	0	0	0	0	7897	0	0	18839	0	0	39094	5058	0	0	0	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0	30692	0	0	0	0	0	5162	0	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	18113	7709	0	0	0	0	0	0	0	0	0	0	0	0	20542	0	0	0	0	8448	0	0	0	0	0	0	0	0	11875	5046	16206	0	7349	6930	0	0	7201	0	8562	4888	8012	0	0	0	0	0	0	0	0	0	9161	0	0	5198	0	22009	18493	0	0	0	0	10883	0	0	0	0	0	17557	0	0	0	0	0	0	0	0	0	0	7320	0	0	0	0	5201	8146	5152	5002	0	0	10213	8545	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB9354	2|201174||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB9354|s__GGB9354_SGB14327	2|201174|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB9354|s__GGB9354_SGB14327|t__SGB14327	2|201174||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797	2|201174||||	10793	6395	0	8136	0	0	0	0	0	4583	0	0	0	0	0	41215	0	0	0	0	4034	0	0	0	0	0	0	0	0	7897	0	0	18839	0	0	39094	5058	0	0	0	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0	30692	0	0	0	0	0	5162	0	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	18113	7709	0	0	0	0	0	0	0	0	0	0	0	0	20542	0	0	0	0	0	0	0	0	0	0	0	0	0	11875	5046	16206	0	7349	6930	0	0	0	0	8562	4888	8012	0	0	0	0	0	0	0	0	0	9161	0	0	5198	0	22009	18493	0	0	0	0	10883	0	0	0	0	0	17557	0	0	0	0	0	0	0	0	0	0	7320	0	0	0	0	5201	8146	5152	5002	0	0	10213	8545	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322	2|201174|||||	10793	6395	0	8136	0	0	0	0	0	4583	0	0	0	0	0	41215	0	0	0	0	4034	0	0	0	0	0	0	0	0	7897	0	0	18839	0	0	39094	5058	0	0	0	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0	30692	0	0	0	0	0	5162	0	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	18113	7709	0	0	0	0	0	0	0	0	0	0	0	0	20542	0	0	0	0	0	0	0	0	0	0	0	0	0	11875	5046	16206	0	7349	6930	0	0	0	0	8562	4888	8012	0	0	0	0	0	0	0	0	0	9161	0	0	5198	0	22009	18493	0	0	0	0	10883	0	0	0	0	0	17557	0	0	0	0	0	0	0	0	0	0	7320	0	0	0	0	5201	8146	5152	5002	0	0	10213	8545	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB12107|o__OFGB12107|f__FGB12107|g__GGB34797|s__GGB34797_SGB14322|t__SGB14322	2|201174||||||	10793	6395	0	8136	0	0	0	0	0	4583	0	0	0	0	0	41215	0	0	0	0	4034	0	0	0	0	0	0	0	0	7897	0	0	18839	0	0	39094	5058	0	0	0	0	0	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	10292	0	0	30692	0	0	0	0	0	5162	0	0	0	0	19551	0	0	0	0	0	0	0	0	0	0	18113	7709	0	0	0	0	0	0	0	0	0	0	0	0	20542	0	0	0	0	0	0	0	0	0	0	0	0	0	11875	5046	16206	0	7349	6930	0	0	0	0	8562	4888	8012	0	0	0	0	0	0	0	0	0	9161	0	0	5198	0	22009	18493	0	0	0	0	10883	0	0	0	0	0	17557	0	0	0	0	0	0	0	0	0	0	7320	0	0	0	0	5201	8146	5152	5002	0	0	10213	8545	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB30079	2|201174|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB30079|o__OFGB30079	2|201174||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB30079|o__OFGB30079|f__FGB30079	2|201174|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB30079|o__OFGB30079|f__FGB30079|g__GGB9421	2|201174||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB30079|o__OFGB30079|f__FGB30079|g__GGB9421|s__GGB9421_SGB14789	2|201174|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB30079|o__OFGB30079|f__FGB30079|g__GGB9421|s__GGB9421_SGB14789|t__SGB14789	2|201174||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB77988	2|201174|	24713	0	0	0	0	0	0	0	0	0	0	6043	0	0	0	0	0	0	0	0	0	4002	0	0	6014	81670	0	0	7587	2779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14236	0	0	5507	20140	0	3450	0	0	0	0	0	0	0	0	3837	5505	0	0	0	0	6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27129	0	0	0	0	0	0	14861	9034	0	0	0	0	0	0	13127	68560	5540	5614	9920	3260	5446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4196	0	0	0	0	0	0	10176	0	0	0	0	0	0	0	0	4108	0	0	7531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988	2|201174||	24713	0	0	0	0	0	0	0	0	0	0	6043	0	0	0	0	0	0	0	0	0	4002	0	0	6014	81670	0	0	7587	2779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14236	0	0	5507	20140	0	3450	0	0	0	0	0	0	0	0	3837	5505	0	0	0	0	6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27129	0	0	0	0	0	0	14861	9034	0	0	0	0	0	0	13127	68560	5540	5614	9920	3260	5446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4196	0	0	0	0	0	0	10176	0	0	0	0	0	0	0	0	4108	0	0	7531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988|f__FGB77988	2|201174|||	24713	0	0	0	0	0	0	0	0	0	0	6043	0	0	0	0	0	0	0	0	0	4002	0	0	6014	81670	0	0	7587	2779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14236	0	0	5507	20140	0	3450	0	0	0	0	0	0	0	0	3837	5505	0	0	0	0	6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27129	0	0	0	0	0	0	14861	9034	0	0	0	0	0	0	13127	68560	5540	5614	9920	3260	5446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4196	0	0	0	0	0	0	10176	0	0	0	0	0	0	0	0	4108	0	0	7531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9355	2|201174||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9355|s__GGB9355_SGB14328	2|201174|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988|f__FGB77988|g__GGB9355|s__GGB9355_SGB14328|t__SGB14328	2|201174||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
