clade_name	clade_taxid	PD_1P_profile	PD_2P_profile	PD_3P_profile	PD_4P_profile	PD_5P_profile	PD_6P_profile	PD_7P_profile	PD_8P_profile	PD_9P_profile	PD_10P_profile	PD_11P_profile	PD_12P_profile	PD_13P_profile	PD_14P_profile	PD_15P_profile	PD_16P_profile	PD_25P_profile	PD_26P_profile	PD_27P_profile	PD_28P_profile	PD_29P_profile	PD_30P_profile	PD_31P_profile	PD_32P_profile	PD_33P_profile	PD_34P_profile	PD_35P_profile	PD_36P_profile	PD_38P_profile	PD_39P_profile	PD_40P_profile	PD_41P_profile	PD_42P_profile	PD_43P_profile	PD_44P_profile	PD_45P_profile	PD_46P_profile	PD_47P_profile	PD_48P_profile	PD_50P_profile	PD_51P_profile	PD_52P_profile	PD_53P_profile	PD_54P_profile	PD_55P_profile	PD_56P_profile	PD_57P_profile	PD_58P_profile	PD_59P_profile	PD_60P_profile	PD_63P_profile	PD_64P_profile	PD_65P_profile	PD_66P_profile	PD_70P_profile	PD_73P_profile	PD_74P_profile	PD_75P_profile	PD_76P_profile	PD_77P_profile	PD_78P_profile	PD_79S_profile	PD_81P_profile	PD_82P_profile	PD_83P_profile	PD_84P_profile	PD_100P_profile	PD_104P_profile	PD_105P_profile	PD_107P_profile	PD_108S_profile	PD_109S_profile	PD_110S_profile	PD_111P_profile	PD_112S_profile	PD_113P_profile	PD_114P_profile	PD_115S_profile	PD_116P_profile	PD_117_profile	PD_118_profile	PD_119P_profile	PD_120S_profile	PD_121S_profile	PD_122S_profile	PD_123P_profile	PD_126P_profile	PD_127S_profile	PD_128S_profile	PD_129P_profile	PD_130S_profile	PD_131P_profile	PD_134S_profile	PD_137P_profile	PD_138S_profile	PD_140S_profile	PD_141P_profile	PD_142S_profile	PD_145P_profile	PD_146S_profile	PD_147_profile	PD_148P_profile	PD_149S_profile	PD_150P_profile	PD_151S_profile	PD_152P_profile	PD_153S_profile	PD_156P_profile	PD_157S_profile	PD_158P_profile	PD_159S_profile	PD_160P_profile	PD_161S_profile	PD_162P_profile	PD_163S_profile	PD_164P_profile	PD_165S_profile	PD_166_profile	PD_167P_profile	PD_169P_profile	PD_170S_profile	PD_171P_profile	PD_172S_profile	PD_173P_profile	PD_174S_profile	PD_175P_profile	PD_176S_profile	PD_177P_profile	PD_178S_profile	PD_179P_profile	PD_180S_profile	PD_181P_profile	PD_182S_profile	PD_183P_profile	PD_184S_profile	PD_188S_profile	PD_189P_profile	PD_190S_profile	PD_191P_profile	PD_192S_profile	PD_193P_profile	PD_194S_profile	PD_195_profile	PD_196_profile	PD_197_profile	PD_198_profile	PD_199P_profile	PD_200S_profile	PD_203_profile	PD_204_profile	PD_205P_profile	PD_206S_profile	PD_207P_profile	PD_208S_profile	PD_209P_profile	PD_210S_profile	PD_211P_profile	PD_212S_profile	PD_213S_profile	PD_214S_profile	PD_215S_profile	PD_216S_profile	PD_217P_profile	PD_218S_profile	PD_221P_profile	PD_222S_profile	PD_223P_profile	PD_224S_profile	PD_225P_profile	PD_226S_profile	PD_227P_profile	PD_228S_profile	PD_229P_profile	PD_230S_profile	PD_231P_profile	PD_232S_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB15401	2|1239|186801|186802|216572||	0	0.00813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03214	0	0	0	0.03206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004061	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0.308783	0.056275	0	0.021841	0.031781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11924	0	0	0	0.07362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097448	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB15401|t__SGB15401	2|1239|186801|186802|216572|||	0	0.00813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03214	0	0	0	0.03206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004061	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0.308783	0.056275	0	0.021841	0.031781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11924	0	0	0	0.07362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097448	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB15402	2|1239|186801|186802|216572||	0	0	0	0	0.01794	0	0	0	0	0	0.005327	0	0	0.02335	0	0.016298	0	0	0	0	0.08196	0	0	0	0	0	0	0	0	0.13958	0	0.02458	0	0	0	0	0.119831	0	0	0	0	0	0.010856	0	0	0.032705	0	0.147406	0.00724	0.05401	0	0	0.09965	0	0	0	0	0	0	0.01835	0	0.078717	0	0	0	0	0.097716	0	0.135028	0	0	0	0	0	0	0	0	0	0	0.09502	0	0.062685	0.008873	0.098978	0.146913	0	0.134513	0.106245	0.008644	0	0	0	0	0	0	0	0	0	0	0	0	0.018685	0.119162	0.005573	0	0	0	0	0	0	0	0.046789	0	0	0	0	0	0	0	0.017084	0	0	0	0.091144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115183	0	0.03787	0	0	0	0.13501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005294	0	0.21955	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB15402|t__SGB15402	2|1239|186801|186802|216572|||	0	0	0	0	0.01794	0	0	0	0	0	0.005327	0	0	0.02335	0	0.016298	0	0	0	0	0.08196	0	0	0	0	0	0	0	0	0.13958	0	0.02458	0	0	0	0	0.119831	0	0	0	0	0	0.010856	0	0	0.032705	0	0.147406	0.00724	0.05401	0	0	0.09965	0	0	0	0	0	0	0.01835	0	0.078717	0	0	0	0	0.097716	0	0.135028	0	0	0	0	0	0	0	0	0	0	0.09502	0	0.062685	0.008873	0.098978	0.146913	0	0.134513	0.106245	0.008644	0	0	0	0	0	0	0	0	0	0	0	0	0.018685	0.119162	0.005573	0	0	0	0	0	0	0	0.046789	0	0	0	0	0	0	0	0.017084	0	0	0	0.091144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115183	0	0.03787	0	0	0	0.13501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005294	0	0.21955	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB63161	2|1239|186801|186802|216572||	0.066422	0	0	0	0	0	0	0	0	0	0.002861	0	0	0	0	0	0.02158	0	0	0	0.08121	0	0	0	0	0	0	0	0	0.02716	0.062518	0	0.038174	0	0	0	0.030609	0	0.047721	0	0	0	0	0.059767	0	0	0	0	0	0	0	0	0	0	0.136943	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016152	0	0.018722	0	0.037891	0.060669	0	0.05149	0	0	0	0	0	0	0	0	0	0	0	0.009952	0.052493	0	0	0	0	0	0	0	0	0.002715	0	0	0	0	0	0	0	0	0.03484	0	0	0.044701	0	0	0.018405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0.035778	0	0.04147	0	0	0	0	0	0	0	0.083142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB63161|t__SGB63161	2|1239|186801|186802|216572|||	0.066422	0	0	0	0	0	0	0	0	0	0.002861	0	0	0	0	0	0.02158	0	0	0	0.08121	0	0	0	0	0	0	0	0	0.02716	0.062518	0	0.038174	0	0	0	0.030609	0	0.047721	0	0	0	0	0.059767	0	0	0	0	0	0	0	0	0	0	0.136943	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016152	0	0.018722	0	0.037891	0.060669	0	0.05149	0	0	0	0	0	0	0	0	0	0	0	0.009952	0.052493	0	0	0	0	0	0	0	0	0.002715	0	0	0	0	0	0	0	0	0.03484	0	0	0.044701	0	0	0.018405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136	0.035778	0	0.04147	0	0	0	0	0	0	0	0.083142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB66170	2|1239|186801|186802|216572||	0.075436	0.1052	0	0	0.016833	0	0	0	0	0	0.083647	0	0	0.08836	0	0.048419	0.01637	0	0.028747	0	0.81268	0	0	0	0	0	0	0	0	0.19382	0	0	0	0.01469	0.047705	0.060481	0.070116	0	0	0	0	0	0.012391	0.117504	0	0.038916	0	0	0	0.03459	0	0.01227	0.09649	0	0	0	0	0	0	0.02715	0.02848	0.215435	0	0	0	0	0.078243	0	0	0	0	0	0	0.019981	0	0	0	0	0	0.31377	0	0.098132	0.037192	0.211944	0.112463	0	0.315881	0.140471	0.001064	0	0	0	0	0.005887	0	0	0	0	0	0.105081	0	0.036061	0.165997	0.064985	0.005342	0.07284	0	0	0	0	0	0.042773	0	0	0	0	0	0	0	0	0.10518	0	0	0.081538	0	0	0	0	0	0	0.008116	0.007296	0	0	0	0	0.017568	0	0	0	0	0.01664	0.065514	0	0.07172	0.00164	0	0	0.1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035829	0	0.138006	0	0	0	0	0	0	0	0.005194	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB66170|t__SGB66170	2|1239|186801|186802|216572|||	0.075436	0.1052	0	0	0.016833	0	0	0	0	0	0.083647	0	0	0.08836	0	0.048419	0.01637	0	0.028747	0	0.81268	0	0	0	0	0	0	0	0	0.19382	0	0	0	0.01469	0.047705	0.060481	0.070116	0	0	0	0	0	0.012391	0.117504	0	0.038916	0	0	0	0.03459	0	0.01227	0.09649	0	0	0	0	0	0	0.02715	0.02848	0.215435	0	0	0	0	0.078243	0	0	0	0	0	0	0.019981	0	0	0	0	0	0.31377	0	0.098132	0.037192	0.211944	0.112463	0	0.315881	0.140471	0.001064	0	0	0	0	0.005887	0	0	0	0	0	0.105081	0	0.036061	0.165997	0.064985	0.005342	0.07284	0	0	0	0	0	0.042773	0	0	0	0	0	0	0	0	0.10518	0	0	0.081538	0	0	0	0	0	0	0.008116	0.007296	0	0	0	0	0.017568	0	0	0	0	0.01664	0.065514	0	0.07172	0.00164	0	0	0.1266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035829	0	0.138006	0	0	0	0	0	0	0	0.005194	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB98327	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9781|s__GGB9781_SGB98327|t__SGB98327	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9782	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040252	0.17774	0	0	0	0	0	0	0	0	0.027424	0	0	0	0	0	0	0	0.22549	0	0	0.195278	0	0	0	0	0	0	0	0	0.232186	0	0	0	0.00843	0	0	0.31489	0	0	0	0	0	0	0.334	0	0	0	0	0	0	0.21141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137733	0.762846	0	0	0.375518	0.145511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053161	0.229243	0	0.04382	0.1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24256	0	0	0.533819	0	0	0.021706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16926	0	0	0.05453	0.08058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035818	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9782|s__GGB9782_SGB15403	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040252	0.17774	0	0	0	0	0	0	0	0	0.027424	0	0	0	0	0	0	0	0.22549	0	0	0.195278	0	0	0	0	0	0	0	0	0.232186	0	0	0	0.00843	0	0	0.31489	0	0	0	0	0	0	0.334	0	0	0	0	0	0	0.21141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137733	0.762846	0	0	0.375518	0.145511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053161	0.229243	0	0.04382	0.1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24256	0	0	0.533819	0	0	0.021706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16926	0	0	0.05453	0.08058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035818	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9782|s__GGB9782_SGB15403|t__SGB15403	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040252	0.17774	0	0	0	0	0	0	0	0	0.027424	0	0	0	0	0	0	0	0.22549	0	0	0.195278	0	0	0	0	0	0	0	0	0.232186	0	0	0	0.00843	0	0	0.31489	0	0	0	0	0	0	0.334	0	0	0	0	0	0	0.21141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137733	0.762846	0	0	0.375518	0.145511	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053161	0.229243	0	0.04382	0.1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24256	0	0	0.533819	0	0	0.021706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16926	0	0	0.05453	0.08058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035818	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9783	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0	0.035682	0	0	0	0	0	0	0	0.105606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04981	0	0	0	0	0	0	0	0	0	0	0.21412	0	0	0.033577	0	0.08813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01087	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9783|s__GGB9783_SGB15405	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0.035682	0	0	0	0	0	0	0	0.105606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04981	0	0	0	0	0	0	0	0	0	0	0.21412	0	0	0.033577	0	0.08813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01087	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9783|s__GGB9783_SGB15405|t__SGB15405	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0.035682	0	0	0	0	0	0	0	0.105606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04981	0	0	0	0	0	0	0	0	0	0	0.21412	0	0	0.033577	0	0.08813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01087	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9784	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0.01975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003961	0	0	0	0	0	0	0	0	0	0	0.008857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9784|s__GGB9784_SGB15407	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0.01975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003961	0	0	0	0	0	0	0	0	0	0	0.008857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9784|s__GGB9784_SGB15407|t__SGB15407	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0.01975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003961	0	0	0	0	0	0	0	0	0	0	0.008857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9786	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0.01237	0	0	0	0	0	0	0	0	0.003268	0	0	0	0	0.041465	0.076584	0.064893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24397	0	0	0	0	0	0	0	0	0	0	0.04734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9786|s__GGB9786_SGB15409	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041465	0.076584	0.064893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24397	0	0	0	0	0	0	0	0	0	0	0.04734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9786|s__GGB9786_SGB15409|t__SGB15409	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041465	0.076584	0.064893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24397	0	0	0	0	0	0	0	0	0	0	0.04734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9786|s__GGB9786_SGB63164	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0.01237	0	0	0	0	0	0	0	0	0.003268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9786|s__GGB9786_SGB63164|t__SGB63164	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0.01237	0	0	0	0	0	0	0	0	0.003268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9787	2|1239|186801|186802|216572|	0	0	0	0	0.019453	0	0	0	0	0	0	0	0	0	0	0.013254	0	0	0	0	0	0	0	0	0.020909	0	0	0	0	0	0	0.01989	0	0	0.031315	0	0	0	0	0	0	0	0	0	0	0.042368	0	0	0	0.0978	0	0	0	0	0	0	0	0	0	0	0.09273	0.050269	0	0	0	0.04235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017832	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034091	0.0135	0	0	0	0	0	0.02135	0	0	0	0.01182	0	0	0	0	0	0	0	0.1887	0	0	0	0	0	0	0	0	0	0	0	0.025322	0.01446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02619	0	0	0	0
